"","provider","id","procedure","amt","age","sex","edu","eth","race","value","iv"
"1","Prolific",1,"aa",1,24,0,NA,1,1,0.96875,7
"2","Prolific",1,"aa",1,24,0,NA,1,1,0.96875,30
"3","Prolific",1,"aa",1,24,0,NA,1,1,0.71875,90
"4","Prolific",1,"aa",1,24,0,NA,1,1,0.46875,180
"5","Prolific",1,"aa",2,24,0,NA,1,1,0.96875,7
"6","Prolific",1,"aa",2,24,0,NA,1,1,0.96875,30
"7","Prolific",1,"aa",2,24,0,NA,1,1,0.46875,90
"8","Prolific",1,"aa",2,24,0,NA,1,1,0.46875,180
"9","Prolific",1,"aa",3,24,0,NA,1,1,0.96875,7
"10","Prolific",1,"aa",3,24,0,NA,1,1,0.96875,30
"11","Prolific",1,"aa",3,24,0,NA,1,1,0.96875,90
"12","Prolific",1,"aa",3,24,0,NA,1,1,0.78125,180
"13","Prolific",1,"aa",3,24,0,NA,1,1,0.09375,730
"14","Prolific",2,"aa",1,25,1,1,1,1,0.53125,7
"15","Prolific",2,"aa",1,25,1,1,1,1,0.03125,30
"16","Prolific",2,"aa",1,25,1,1,1,1,0.03125,90
"17","Prolific",2,"aa",1,25,1,1,1,1,0.03125,180
"18","Prolific",2,"aa",2,25,1,1,1,1,0.78125,7
"19","Prolific",2,"aa",2,25,1,1,1,1,0.21875,30
"20","Prolific",2,"aa",2,25,1,1,1,1,0.03125,90
"21","Prolific",2,"aa",2,25,1,1,1,1,0.03125,180
"22","Prolific",2,"aa",3,25,1,1,1,1,0.84375,7
"23","Prolific",2,"aa",3,25,1,1,1,1,0.21875,30
"24","Prolific",2,"aa",3,25,1,1,1,1,0.46875,90
"25","Prolific",2,"aa",3,25,1,1,1,1,0.21875,180
"26","Prolific",2,"aa",3,25,1,1,1,1,0.03125,730
"27","Prolific",3,"aa",1,32,1,NA,1,0,0.96875,7
"28","Prolific",3,"aa",1,32,1,NA,1,0,0.96875,30
"29","Prolific",3,"aa",1,32,1,NA,1,0,0.96875,90
"30","Prolific",3,"aa",1,32,1,NA,1,0,0.84375,180
"31","Prolific",3,"aa",2,32,1,NA,1,0,0.96875,7
"32","Prolific",3,"aa",2,32,1,NA,1,0,0.96875,30
"33","Prolific",3,"aa",2,32,1,NA,1,0,0.90625,90
"34","Prolific",3,"aa",2,32,1,NA,1,0,0.90625,180
"35","Prolific",3,"aa",3,32,1,NA,1,0,0.96875,7
"36","Prolific",3,"aa",3,32,1,NA,1,0,0.96875,30
"37","Prolific",3,"aa",3,32,1,NA,1,0,0.96875,90
"38","Prolific",3,"aa",3,32,1,NA,1,0,0.96875,180
"39","Prolific",3,"aa",3,32,1,NA,1,0,0.90625,730
"40","Prolific",4,"aa",1,29,0,NA,0,1,0.46875,7
"41","Prolific",4,"aa",1,29,0,NA,0,1,0.21875,30
"42","Prolific",4,"aa",1,29,0,NA,0,1,0.21875,90
"43","Prolific",4,"aa",1,29,0,NA,0,1,0.09375,180
"44","Prolific",4,"aa",2,29,0,NA,0,1,0.90625,7
"45","Prolific",4,"aa",2,29,0,NA,0,1,0.46875,30
"46","Prolific",4,"aa",2,29,0,NA,0,1,0.46875,90
"47","Prolific",4,"aa",2,29,0,NA,0,1,0.34375,180
"48","Prolific",4,"aa",3,29,0,NA,0,1,0.96875,7
"49","Prolific",4,"aa",3,29,0,NA,0,1,0.78125,30
"50","Prolific",4,"aa",3,29,0,NA,0,1,0.78125,90
"51","Prolific",4,"aa",3,29,0,NA,0,1,0.78125,180
"52","Prolific",4,"aa",3,29,0,NA,0,1,0.09375,730
"53","Prolific",5,"aa",1,31,0,1,0,1,0.84375,7
"54","Prolific",5,"aa",1,31,0,1,0,1,0.65625,30
"55","Prolific",5,"aa",1,31,0,1,0,1,0.46875,90
"56","Prolific",5,"aa",1,31,0,1,0,1,0.46875,180
"57","Prolific",5,"aa",2,31,0,1,0,1,0.96875,7
"58","Prolific",5,"aa",2,31,0,1,0,1,0.90625,30
"59","Prolific",5,"aa",2,31,0,1,0,1,0.90625,90
"60","Prolific",5,"aa",2,31,0,1,0,1,0.84375,180
"61","Prolific",5,"aa",3,31,0,1,0,1,0.96875,7
"62","Prolific",5,"aa",3,31,0,1,0,1,0.90625,30
"63","Prolific",5,"aa",3,31,0,1,0,1,0.90625,90
"64","Prolific",5,"aa",3,31,0,1,0,1,0.84375,180
"65","Prolific",5,"aa",3,31,0,1,0,1,0.40625,730
"66","Prolific",6,"aa",1,29,0,0,1,1,0.96875,7
"67","Prolific",6,"aa",1,29,0,0,1,1,0.59375,30
"68","Prolific",6,"aa",1,29,0,0,1,1,0.46875,90
"69","Prolific",6,"aa",1,29,0,0,1,1,0.46875,180
"70","Prolific",6,"aa",2,29,0,0,1,1,0.96875,7
"71","Prolific",6,"aa",2,29,0,0,1,1,0.78125,30
"72","Prolific",6,"aa",2,29,0,0,1,1,0.78125,90
"73","Prolific",6,"aa",2,29,0,0,1,1,0.46875,180
"74","Prolific",6,"aa",3,29,0,0,1,1,0.96875,7
"75","Prolific",6,"aa",3,29,0,0,1,1,0.96875,30
"76","Prolific",6,"aa",3,29,0,0,1,1,0.90625,90
"77","Prolific",6,"aa",3,29,0,0,1,1,0.90625,180
"78","Prolific",6,"aa",3,29,0,0,1,1,0.46875,730
"79","Prolific",7,"aa",1,28,1,NA,1,0,0.96875,7
"80","Prolific",7,"aa",1,28,1,NA,1,0,0.96875,30
"81","Prolific",7,"aa",1,28,1,NA,1,0,0.78125,90
"82","Prolific",7,"aa",1,28,1,NA,1,0,0.65625,180
"83","Prolific",7,"aa",2,28,1,NA,1,0,0.96875,7
"84","Prolific",7,"aa",2,28,1,NA,1,0,0.96875,30
"85","Prolific",7,"aa",2,28,1,NA,1,0,0.90625,90
"86","Prolific",7,"aa",2,28,1,NA,1,0,0.84375,180
"87","Prolific",7,"aa",3,28,1,NA,1,0,0.96875,7
"88","Prolific",7,"aa",3,28,1,NA,1,0,0.96875,30
"89","Prolific",7,"aa",3,28,1,NA,1,0,0.96875,90
"90","Prolific",7,"aa",3,28,1,NA,1,0,0.96875,180
"91","Prolific",7,"aa",3,28,1,NA,1,0,0.46875,730
"92","Prolific",8,"aa",1,20,0,NA,0,1,0.96875,7
"93","Prolific",8,"aa",1,20,0,NA,0,1,0.96875,30
"94","Prolific",8,"aa",1,20,0,NA,0,1,0.84375,90
"95","Prolific",8,"aa",1,20,0,NA,0,1,0.65625,180
"96","Prolific",8,"aa",2,20,0,NA,0,1,0.96875,7
"97","Prolific",8,"aa",2,20,0,NA,0,1,0.96875,30
"98","Prolific",8,"aa",2,20,0,NA,0,1,0.90625,90
"99","Prolific",8,"aa",2,20,0,NA,0,1,0.90625,180
"100","Prolific",8,"aa",3,20,0,NA,0,1,0.96875,7
"101","Prolific",8,"aa",3,20,0,NA,0,1,0.96875,30
"102","Prolific",8,"aa",3,20,0,NA,0,1,0.90625,90
"103","Prolific",8,"aa",3,20,0,NA,0,1,0.90625,180
"104","Prolific",8,"aa",3,20,0,NA,0,1,0.71875,730
"105","Prolific",9,"aa",1,21,0,0,1,1,0.90625,7
"106","Prolific",9,"aa",1,21,0,0,1,1,0.90625,30
"107","Prolific",9,"aa",1,21,0,0,1,1,0.90625,90
"108","Prolific",9,"aa",1,21,0,0,1,1,0.84375,180
"109","Prolific",9,"aa",2,21,0,0,1,1,0.96875,7
"110","Prolific",9,"aa",2,21,0,0,1,1,0.96875,30
"111","Prolific",9,"aa",2,21,0,0,1,1,0.96875,90
"112","Prolific",9,"aa",2,21,0,0,1,1,0.96875,180
"113","Prolific",9,"aa",3,21,0,0,1,1,0.96875,7
"114","Prolific",9,"aa",3,21,0,0,1,1,0.96875,30
"115","Prolific",9,"aa",3,21,0,0,1,1,0.96875,90
"116","Prolific",9,"aa",3,21,0,0,1,1,0.96875,180
"117","Prolific",9,"aa",3,21,0,0,1,1,0.96875,730
"118","Prolific",10,"aa",1,24,1,NA,0,1,0.96875,7
"119","Prolific",10,"aa",1,24,1,NA,0,1,0.96875,30
"120","Prolific",10,"aa",1,24,1,NA,0,1,0.96875,90
"121","Prolific",10,"aa",1,24,1,NA,0,1,0.21875,180
"122","Prolific",10,"aa",2,24,1,NA,0,1,0.96875,7
"123","Prolific",10,"aa",2,24,1,NA,0,1,0.84375,30
"124","Prolific",10,"aa",2,24,1,NA,0,1,0.46875,90
"125","Prolific",10,"aa",2,24,1,NA,0,1,0.03125,180
"126","Prolific",10,"aa",3,24,1,NA,0,1,0.96875,7
"127","Prolific",10,"aa",3,24,1,NA,0,1,0.96875,30
"128","Prolific",10,"aa",3,24,1,NA,0,1,0.03125,90
"129","Prolific",10,"aa",3,24,1,NA,0,1,0.03125,180
"130","Prolific",10,"aa",3,24,1,NA,0,1,0.03125,730
"131","Prolific",11,"aa",1,20,0,0,1,0,0.96875,7
"132","Prolific",11,"aa",1,20,0,0,1,0,0.46875,30
"133","Prolific",11,"aa",1,20,0,0,1,0,0.34375,90
"134","Prolific",11,"aa",1,20,0,0,1,0,0.34375,180
"135","Prolific",11,"aa",2,20,0,0,1,0,0.96875,7
"136","Prolific",11,"aa",2,20,0,0,1,0,0.40625,30
"137","Prolific",11,"aa",2,20,0,0,1,0,0.46875,90
"138","Prolific",11,"aa",2,20,0,0,1,0,0.34375,180
"139","Prolific",11,"aa",3,20,0,0,1,0,0.96875,7
"140","Prolific",11,"aa",3,20,0,0,1,0,0.59375,30
"141","Prolific",11,"aa",3,20,0,0,1,0,0.40625,90
"142","Prolific",11,"aa",3,20,0,0,1,0,0.40625,180
"143","Prolific",11,"aa",3,20,0,0,1,0,0.21875,730
"144","Prolific",12,"aa",1,38,0,1,1,1,0.84375,7
"145","Prolific",12,"aa",1,38,0,1,1,1,0.59375,30
"146","Prolific",12,"aa",1,38,0,1,1,1,0.46875,90
"147","Prolific",12,"aa",1,38,0,1,1,1,0.40625,180
"148","Prolific",12,"aa",2,38,0,1,1,1,0.84375,7
"149","Prolific",12,"aa",2,38,0,1,1,1,0.59375,30
"150","Prolific",12,"aa",2,38,0,1,1,1,0.65625,90
"151","Prolific",12,"aa",2,38,0,1,1,1,0.46875,180
"152","Prolific",12,"aa",3,38,0,1,1,1,0.96875,7
"153","Prolific",12,"aa",3,38,0,1,1,1,0.96875,30
"154","Prolific",12,"aa",3,38,0,1,1,1,0.84375,90
"155","Prolific",12,"aa",3,38,0,1,1,1,0.78125,180
"156","Prolific",12,"aa",3,38,0,1,1,1,0.40625,730
"157","Prolific",13,"aa",1,22,0,NA,1,1,0.90625,7
"158","Prolific",13,"aa",1,22,0,NA,1,1,0.78125,30
"159","Prolific",13,"aa",1,22,0,NA,1,1,0.59375,90
"160","Prolific",13,"aa",1,22,0,NA,1,1,0.46875,180
"161","Prolific",13,"aa",2,22,0,NA,1,1,0.96875,7
"162","Prolific",13,"aa",2,22,0,NA,1,1,0.78125,30
"163","Prolific",13,"aa",2,22,0,NA,1,1,0.78125,90
"164","Prolific",13,"aa",2,22,0,NA,1,1,0.46875,180
"165","Prolific",13,"aa",3,22,0,NA,1,1,0.96875,7
"166","Prolific",13,"aa",3,22,0,NA,1,1,0.96875,30
"167","Prolific",13,"aa",3,22,0,NA,1,1,0.96875,90
"168","Prolific",13,"aa",3,22,0,NA,1,1,0.96875,180
"169","Prolific",13,"aa",3,22,0,NA,1,1,0.21875,730
"170","Prolific",14,"aa",1,38,0,NA,0,1,0.96875,7
"171","Prolific",14,"aa",1,38,0,NA,0,1,0.53125,30
"172","Prolific",14,"aa",1,38,0,NA,0,1,0.53125,90
"173","Prolific",14,"aa",1,38,0,NA,0,1,0.34375,180
"174","Prolific",14,"aa",2,38,0,NA,0,1,0.96875,7
"175","Prolific",14,"aa",2,38,0,NA,0,1,0.90625,30
"176","Prolific",14,"aa",2,38,0,NA,0,1,0.59375,90
"177","Prolific",14,"aa",2,38,0,NA,0,1,0.46875,180
"178","Prolific",14,"aa",3,38,0,NA,0,1,0.96875,7
"179","Prolific",14,"aa",3,38,0,NA,0,1,0.65625,30
"180","Prolific",14,"aa",3,38,0,NA,0,1,0.78125,90
"181","Prolific",14,"aa",3,38,0,NA,0,1,0.59375,180
"182","Prolific",14,"aa",3,38,0,NA,0,1,0.21875,730
"183","Prolific",15,"aa",1,21,1,0,0,1,0.96875,7
"184","Prolific",15,"aa",1,21,1,0,0,1,0.96875,30
"185","Prolific",15,"aa",1,21,1,0,0,1,0.90625,90
"186","Prolific",15,"aa",1,21,1,0,0,1,0.65625,180
"187","Prolific",15,"aa",2,21,1,0,0,1,0.96875,7
"188","Prolific",15,"aa",2,21,1,0,0,1,0.96875,30
"189","Prolific",15,"aa",2,21,1,0,0,1,0.90625,90
"190","Prolific",15,"aa",2,21,1,0,0,1,0.84375,180
"191","Prolific",15,"aa",3,21,1,0,0,1,0.96875,7
"192","Prolific",15,"aa",3,21,1,0,0,1,0.96875,30
"193","Prolific",15,"aa",3,21,1,0,0,1,0.96875,90
"194","Prolific",15,"aa",3,21,1,0,0,1,0.96875,180
"195","Prolific",15,"aa",3,21,1,0,0,1,0.65625,730
"196","Prolific",16,"aa",1,23,1,0,1,1,0.96875,7
"197","Prolific",16,"aa",1,23,1,0,1,1,0.71875,30
"198","Prolific",16,"aa",1,23,1,0,1,1,0.46875,90
"199","Prolific",16,"aa",1,23,1,0,1,1,0.03125,180
"200","Prolific",16,"aa",2,23,1,0,1,1,0.96875,7
"201","Prolific",16,"aa",2,23,1,0,1,1,0.96875,30
"202","Prolific",16,"aa",2,23,1,0,1,1,0.96875,90
"203","Prolific",16,"aa",2,23,1,0,1,1,0.96875,180
"204","Prolific",16,"aa",3,23,1,0,1,1,0.96875,7
"205","Prolific",16,"aa",3,23,1,0,1,1,0.96875,30
"206","Prolific",16,"aa",3,23,1,0,1,1,0.46875,90
"207","Prolific",16,"aa",3,23,1,0,1,1,0.96875,180
"208","Prolific",16,"aa",3,23,1,0,1,1,0.03125,730
"209","Prolific",17,"aa",1,19,0,0,1,1,0.96875,7
"210","Prolific",17,"aa",1,19,0,0,1,1,0.96875,30
"211","Prolific",17,"aa",1,19,0,0,1,1,0.96875,90
"212","Prolific",17,"aa",1,19,0,0,1,1,0.71875,180
"213","Prolific",17,"aa",2,19,0,0,1,1,0.96875,7
"214","Prolific",17,"aa",2,19,0,0,1,1,0.96875,30
"215","Prolific",17,"aa",2,19,0,0,1,1,0.84375,90
"216","Prolific",17,"aa",2,19,0,0,1,1,0.84375,180
"217","Prolific",17,"aa",3,19,0,0,1,1,0.96875,7
"218","Prolific",17,"aa",3,19,0,0,1,1,0.96875,30
"219","Prolific",17,"aa",3,19,0,0,1,1,0.96875,90
"220","Prolific",17,"aa",3,19,0,0,1,1,0.96875,180
"221","Prolific",17,"aa",3,19,0,0,1,1,0.34375,730
"222","Prolific",18,"aa",1,24,0,1,0,0,0.96875,7
"223","Prolific",18,"aa",1,24,0,1,0,0,0.46875,30
"224","Prolific",18,"aa",1,24,0,1,0,0,0.34375,90
"225","Prolific",18,"aa",1,24,0,1,0,0,0.09375,180
"226","Prolific",18,"aa",2,24,0,1,0,0,0.90625,7
"227","Prolific",18,"aa",2,24,0,1,0,0,0.65625,30
"228","Prolific",18,"aa",2,24,0,1,0,0,0.46875,90
"229","Prolific",18,"aa",2,24,0,1,0,0,0.53125,180
"230","Prolific",18,"aa",3,24,0,1,0,0,0.96875,7
"231","Prolific",18,"aa",3,24,0,1,0,0,0.78125,30
"232","Prolific",18,"aa",3,24,0,1,0,0,0.40625,90
"233","Prolific",18,"aa",3,24,0,1,0,0,0.78125,180
"234","Prolific",18,"aa",3,24,0,1,0,0,0.21875,730
"235","Prolific",19,"aa",1,24,0,NA,1,1,0.96875,7
"236","Prolific",19,"aa",1,24,0,NA,1,1,0.96875,30
"237","Prolific",19,"aa",1,24,0,NA,1,1,0.84375,90
"238","Prolific",19,"aa",1,24,0,NA,1,1,0.65625,180
"239","Prolific",19,"aa",2,24,0,NA,1,1,0.96875,7
"240","Prolific",19,"aa",2,24,0,NA,1,1,0.96875,30
"241","Prolific",19,"aa",2,24,0,NA,1,1,0.96875,90
"242","Prolific",19,"aa",2,24,0,NA,1,1,0.78125,180
"243","Prolific",19,"aa",3,24,0,NA,1,1,0.96875,7
"244","Prolific",19,"aa",3,24,0,NA,1,1,0.96875,30
"245","Prolific",19,"aa",3,24,0,NA,1,1,0.96875,90
"246","Prolific",19,"aa",3,24,0,NA,1,1,0.96875,180
"247","Prolific",19,"aa",3,24,0,NA,1,1,0.90625,730
"248","Prolific",20,"aa",1,41,1,1,1,1,0.59375,7
"249","Prolific",20,"aa",1,41,1,1,1,1,0.59375,30
"250","Prolific",20,"aa",1,41,1,1,1,1,0.40625,90
"251","Prolific",20,"aa",1,41,1,1,1,1,0.46875,180
"252","Prolific",20,"aa",2,41,1,1,1,1,0.96875,7
"253","Prolific",20,"aa",2,41,1,1,1,1,0.71875,30
"254","Prolific",20,"aa",2,41,1,1,1,1,0.46875,90
"255","Prolific",20,"aa",2,41,1,1,1,1,0.21875,180
"256","Prolific",20,"aa",3,41,1,1,1,1,0.96875,7
"257","Prolific",20,"aa",3,41,1,1,1,1,0.78125,30
"258","Prolific",20,"aa",3,41,1,1,1,1,0.78125,90
"259","Prolific",20,"aa",3,41,1,1,1,1,0.21875,180
"260","Prolific",20,"aa",3,41,1,1,1,1,0.21875,730
"261","Prolific",21,"aa",1,23,1,NA,1,1,0.59375,7
"262","Prolific",21,"aa",1,23,1,NA,1,1,0.65625,30
"263","Prolific",21,"aa",1,23,1,NA,1,1,0.21875,90
"264","Prolific",21,"aa",1,23,1,NA,1,1,0.21875,180
"265","Prolific",21,"aa",2,23,1,NA,1,1,0.96875,7
"266","Prolific",21,"aa",2,23,1,NA,1,1,0.90625,30
"267","Prolific",21,"aa",2,23,1,NA,1,1,0.34375,90
"268","Prolific",21,"aa",2,23,1,NA,1,1,0.34375,180
"269","Prolific",21,"aa",3,23,1,NA,1,1,0.96875,7
"270","Prolific",21,"aa",3,23,1,NA,1,1,0.96875,30
"271","Prolific",21,"aa",3,23,1,NA,1,1,0.46875,90
"272","Prolific",21,"aa",3,23,1,NA,1,1,0.40625,180
"273","Prolific",21,"aa",3,23,1,NA,1,1,0.21875,730
"274","Prolific",22,"aa",1,20,0,0,1,1,0.46875,7
"275","Prolific",22,"aa",1,20,0,0,1,1,0.46875,30
"276","Prolific",22,"aa",1,20,0,0,1,1,0.46875,90
"277","Prolific",22,"aa",1,20,0,0,1,1,0.21875,180
"278","Prolific",22,"aa",2,20,0,0,1,1,0.84375,7
"279","Prolific",22,"aa",2,20,0,0,1,1,0.59375,30
"280","Prolific",22,"aa",2,20,0,0,1,1,0.65625,90
"281","Prolific",22,"aa",2,20,0,0,1,1,0.40625,180
"282","Prolific",22,"aa",3,20,0,0,1,1,0.96875,7
"283","Prolific",22,"aa",3,20,0,0,1,1,0.78125,30
"284","Prolific",22,"aa",3,20,0,0,1,1,0.46875,90
"285","Prolific",22,"aa",3,20,0,0,1,1,0.46875,180
"286","Prolific",22,"aa",3,20,0,0,1,1,0.21875,730
"287","Prolific",23,"aa",1,33,0,1,1,1,0.90625,7
"288","Prolific",23,"aa",1,33,0,1,1,1,0.84375,30
"289","Prolific",23,"aa",1,33,0,1,1,1,0.78125,90
"290","Prolific",23,"aa",1,33,0,1,1,1,0.78125,180
"291","Prolific",23,"aa",2,33,0,1,1,1,0.90625,7
"292","Prolific",23,"aa",2,33,0,1,1,1,0.90625,30
"293","Prolific",23,"aa",2,33,0,1,1,1,0.90625,90
"294","Prolific",23,"aa",2,33,0,1,1,1,0.90625,180
"295","Prolific",23,"aa",3,33,0,1,1,1,0.96875,7
"296","Prolific",23,"aa",3,33,0,1,1,1,0.96875,30
"297","Prolific",23,"aa",3,33,0,1,1,1,0.96875,90
"298","Prolific",23,"aa",3,33,0,1,1,1,0.90625,180
"299","Prolific",23,"aa",3,33,0,1,1,1,0.84375,730
"300","Prolific",24,"aa",1,20,0,0,1,1,0.96875,7
"301","Prolific",24,"aa",1,20,0,0,1,1,0.71875,30
"302","Prolific",24,"aa",1,20,0,0,1,1,0.46875,90
"303","Prolific",24,"aa",1,20,0,0,1,1,0.46875,180
"304","Prolific",24,"aa",2,20,0,0,1,1,0.90625,7
"305","Prolific",24,"aa",2,20,0,0,1,1,0.78125,30
"306","Prolific",24,"aa",2,20,0,0,1,1,0.78125,90
"307","Prolific",24,"aa",2,20,0,0,1,1,0.71875,180
"308","Prolific",24,"aa",3,20,0,0,1,1,0.96875,7
"309","Prolific",24,"aa",3,20,0,0,1,1,0.78125,30
"310","Prolific",24,"aa",3,20,0,0,1,1,0.78125,90
"311","Prolific",24,"aa",3,20,0,0,1,1,0.65625,180
"312","Prolific",24,"aa",3,20,0,0,1,1,0.46875,730
"313","Prolific",25,"aa",1,28,0,NA,0,1,0.96875,7
"314","Prolific",25,"aa",1,28,0,NA,0,1,0.96875,30
"315","Prolific",25,"aa",1,28,0,NA,0,1,0.46875,90
"316","Prolific",25,"aa",1,28,0,NA,0,1,0.46875,180
"317","Prolific",25,"aa",2,28,0,NA,0,1,0.71875,7
"318","Prolific",25,"aa",2,28,0,NA,0,1,0.90625,30
"319","Prolific",25,"aa",2,28,0,NA,0,1,0.46875,90
"320","Prolific",25,"aa",2,28,0,NA,0,1,0.46875,180
"321","Prolific",25,"aa",3,28,0,NA,0,1,0.96875,7
"322","Prolific",25,"aa",3,28,0,NA,0,1,0.90625,30
"323","Prolific",25,"aa",3,28,0,NA,0,1,0.96875,90
"324","Prolific",25,"aa",3,28,0,NA,0,1,0.96875,180
"325","Prolific",25,"aa",3,28,0,NA,0,1,0.46875,730
"326","Prolific",26,"aa",1,24,0,1,1,1,0.90625,7
"327","Prolific",26,"aa",1,24,0,1,1,1,0.84375,30
"328","Prolific",26,"aa",1,24,0,1,1,1,0.84375,90
"329","Prolific",26,"aa",1,24,0,1,1,1,0.84375,180
"330","Prolific",26,"aa",2,24,0,1,1,1,0.96875,7
"331","Prolific",26,"aa",2,24,0,1,1,1,0.96875,30
"332","Prolific",26,"aa",2,24,0,1,1,1,0.96875,90
"333","Prolific",26,"aa",2,24,0,1,1,1,0.96875,180
"334","Prolific",26,"aa",3,24,0,1,1,1,0.96875,7
"335","Prolific",26,"aa",3,24,0,1,1,1,0.96875,30
"336","Prolific",26,"aa",3,24,0,1,1,1,0.96875,90
"337","Prolific",26,"aa",3,24,0,1,1,1,0.96875,180
"338","Prolific",26,"aa",3,24,0,1,1,1,0.96875,730
"339","Prolific",27,"aa",1,24,0,0,1,1,0.96875,7
"340","Prolific",27,"aa",1,24,0,0,1,1,0.84375,30
"341","Prolific",27,"aa",1,24,0,0,1,1,0.90625,90
"342","Prolific",27,"aa",1,24,0,0,1,1,0.46875,180
"343","Prolific",27,"aa",2,24,0,0,1,1,0.96875,7
"344","Prolific",27,"aa",2,24,0,0,1,1,0.90625,30
"345","Prolific",27,"aa",2,24,0,0,1,1,0.90625,90
"346","Prolific",27,"aa",2,24,0,0,1,1,0.84375,180
"347","Prolific",27,"aa",3,24,0,0,1,1,0.96875,7
"348","Prolific",27,"aa",3,24,0,0,1,1,0.90625,30
"349","Prolific",27,"aa",3,24,0,0,1,1,0.90625,90
"350","Prolific",27,"aa",3,24,0,0,1,1,0.90625,180
"351","Prolific",27,"aa",3,24,0,0,1,1,0.78125,730
"352","Prolific",28,"aa",1,25,1,NA,1,1,0.78125,7
"353","Prolific",28,"aa",1,25,1,NA,1,1,0.46875,30
"354","Prolific",28,"aa",1,25,1,NA,1,1,0.46875,90
"355","Prolific",28,"aa",1,25,1,NA,1,1,0.21875,180
"356","Prolific",28,"aa",2,25,1,NA,1,1,0.78125,7
"357","Prolific",28,"aa",2,25,1,NA,1,1,0.34375,30
"358","Prolific",28,"aa",2,25,1,NA,1,1,0.21875,90
"359","Prolific",28,"aa",2,25,1,NA,1,1,0.03125,180
"360","Prolific",28,"aa",3,25,1,NA,1,1,0.59375,7
"361","Prolific",28,"aa",3,25,1,NA,1,1,0.71875,30
"362","Prolific",28,"aa",3,25,1,NA,1,1,0.21875,90
"363","Prolific",28,"aa",3,25,1,NA,1,1,0.40625,180
"364","Prolific",28,"aa",3,25,1,NA,1,1,0.09375,730
"365","Prolific",29,"aa",1,32,0,NA,1,1,0.96875,7
"366","Prolific",29,"aa",1,32,0,NA,1,1,0.96875,30
"367","Prolific",29,"aa",1,32,0,NA,1,1,0.84375,90
"368","Prolific",29,"aa",1,32,0,NA,1,1,0.78125,180
"369","Prolific",29,"aa",2,32,0,NA,1,1,0.96875,7
"370","Prolific",29,"aa",2,32,0,NA,1,1,0.96875,30
"371","Prolific",29,"aa",2,32,0,NA,1,1,0.96875,90
"372","Prolific",29,"aa",2,32,0,NA,1,1,0.90625,180
"373","Prolific",29,"aa",3,32,0,NA,1,1,0.96875,7
"374","Prolific",29,"aa",3,32,0,NA,1,1,0.96875,30
"375","Prolific",29,"aa",3,32,0,NA,1,1,0.96875,90
"376","Prolific",29,"aa",3,32,0,NA,1,1,0.96875,180
"377","Prolific",29,"aa",3,32,0,NA,1,1,0.53125,730
"378","Prolific",30,"aa",1,20,0,0,1,1,0.84375,7
"379","Prolific",30,"aa",1,20,0,0,1,1,0.84375,30
"380","Prolific",30,"aa",1,20,0,0,1,1,0.84375,90
"381","Prolific",30,"aa",1,20,0,0,1,1,0.65625,180
"382","Prolific",30,"aa",2,20,0,0,1,1,0.96875,7
"383","Prolific",30,"aa",2,20,0,0,1,1,0.90625,30
"384","Prolific",30,"aa",2,20,0,0,1,1,0.90625,90
"385","Prolific",30,"aa",2,20,0,0,1,1,0.90625,180
"386","Prolific",30,"aa",3,20,0,0,1,1,0.96875,7
"387","Prolific",30,"aa",3,20,0,0,1,1,0.96875,30
"388","Prolific",30,"aa",3,20,0,0,1,1,0.78125,90
"389","Prolific",30,"aa",3,20,0,0,1,1,0.96875,180
"390","Prolific",30,"aa",3,20,0,0,1,1,0.46875,730
"391","Prolific",31,"aa",1,20,0,0,1,1,0.84375,7
"392","Prolific",31,"aa",1,20,0,0,1,1,0.78125,30
"393","Prolific",31,"aa",1,20,0,0,1,1,0.65625,90
"394","Prolific",31,"aa",1,20,0,0,1,1,0.46875,180
"395","Prolific",31,"aa",2,20,0,0,1,1,0.90625,7
"396","Prolific",31,"aa",2,20,0,0,1,1,0.53125,30
"397","Prolific",31,"aa",2,20,0,0,1,1,0.71875,90
"398","Prolific",31,"aa",2,20,0,0,1,1,0.59375,180
"399","Prolific",31,"aa",3,20,0,0,1,1,0.96875,7
"400","Prolific",31,"aa",3,20,0,0,1,1,0.78125,30
"401","Prolific",31,"aa",3,20,0,0,1,1,0.59375,90
"402","Prolific",31,"aa",3,20,0,0,1,1,0.78125,180
"403","Prolific",31,"aa",3,20,0,0,1,1,0.09375,730
"404","Prolific",32,"aa",1,30,1,0,1,1,0.46875,7
"405","Prolific",32,"aa",1,30,1,0,1,1,0.46875,30
"406","Prolific",32,"aa",1,30,1,0,1,1,0.40625,90
"407","Prolific",32,"aa",1,30,1,0,1,1,0.21875,180
"408","Prolific",32,"aa",2,30,1,0,1,1,0.84375,7
"409","Prolific",32,"aa",2,30,1,0,1,1,0.46875,30
"410","Prolific",32,"aa",2,30,1,0,1,1,0.46875,90
"411","Prolific",32,"aa",2,30,1,0,1,1,0.21875,180
"412","Prolific",32,"aa",3,30,1,0,1,1,0.78125,7
"413","Prolific",32,"aa",3,30,1,0,1,1,0.46875,30
"414","Prolific",32,"aa",3,30,1,0,1,1,0.46875,90
"415","Prolific",32,"aa",3,30,1,0,1,1,0.46875,180
"416","Prolific",32,"aa",3,30,1,0,1,1,0.09375,730
"417","Prolific",33,"aa",1,22,0,1,1,1,0.71875,7
"418","Prolific",33,"aa",1,22,0,1,1,1,0.71875,30
